user_id,favorite_song_1,favorite_song_2,favorite_song_3,favorite_song_4,favorite_song_5,favorite_song_6,favorite_song_7,favorite_song_8,favorite_song_9,favorite_song_10,favorite_song_11,favorite_song_12,favorite_song_13,favorite_song_14,favorite_song_15,favorite_song_16,favorite_song_17,favorite_song_18,favorite_song_19,favorite_song_20
1339,149,544,1766,4632,6924,34,50,97,336,512,981,1172,1227,1321,1860,1933,2235,2297,2491,2501
1340,9,16,99,604,648,665,668,739,796,1456,2590,3376,3421,3605,4098,4102,4147,4338,4656,4782
1341,3193,3517,4161,4170,5625,1331,53,1229,1333,2117,2752,2762,2923,3043,3406,4129,5131,5237,5710,6057
1342,5814,2944,6278,6841,6991,7542,3510,3880,5056,5713,2401,1238,800,4300,6017,757,7577,6063,57,1357
1343,591,2291,2790,1251,1736,1940,2665,2930,3261,3723,3879,3948,4345,4446,4868,5463,5602,5869,6541,6594
1344,4013,6592,7726,95,1067,6502,3925,7072,104,224,252,1454,1594,1743,1847,2301,2503,2555,3849,3979
1345,134,292,554,555,1430,1900,2117,2469,3216,3228,3339,3567,3878,3977,4304,4387,4683,4776,4931,5237
1346,5309,6413,7680,6603,322,5355,5473,6456,6591,280,902,3146,6256,387,2662,2694,4404,4454,4617,6495
1347,900,3979,966,1528,3093,5294,6724,7756,2971,1483,2712,2821,3939,4100,4272,4424,5086,6866,1858,2081
1348,2514,98,292,339,512,779,812,813,1172,1346,1771,2017,2047,2125,2347,2385,2439,2497,2536,2572
1349,367,2448,515,6190,292,372,934,1127,1842,1976,2105,3586,4471,4478,5111,5710,6352,6758,6774,4043
1350,1099,3477,3421,7541,312,1039,1673,2443,4660,4187,1675,4824,5522,7052,7279,42,1004,1940,1941,2385
1351,284,299,300,535,562,1557,2122,2511,3005,3095,3746,3766,4300,4359,4848,4970,5450,5710,5970,6295
1352,793,894,3920,4382,6589,421,811,4921,6930,635,1357,1891,2969,5450,5955,6256,6674,7082,7535,1557
1353,4533,6894,570,5470,5664,6091,183,376,950,1043,1333,3653,4022,6131,6371,6600,6928,7193,7273,1468
1354,2799,406,472,538,635,1579,1646,1673,2009,2709,3839,3892,4782,4832,4837,4934,5136,5647,6282,6325
1355,391,454,521,582,621,635,665,693,796,939,1139,1157,1225,1727,1811,2292,2432,2452,3235,3331
1356,2979,3068,1852,274,5555,5983,6751,7335,2361,4426,6216,547,1945,2007,2333,3033,4788,4925,5474,5476
1357,4670,294,679,1200,1920,2290,2842,5262,7658,248,275,1150,2026,3421,4111,4161,5283,5534,5677,5780
1358,133,1347,1455,1554,1886,2367,2388,2768,3034,3146,3156,3271,3518,3783,4039,4441,4487,4585,4764,4919
1359,607,4144,4880,4935,5756,1332,1536,2152,2261,3782,5837,6685,7008,5806,6291,7452,1989,2864,4095,6357
1360,520,2568,3746,3888,4300,5942,7389,2519,422,1120,1203,3264,4761,7676,364,3536,3694,1437,3766,3937
1361,638,6665,1143,5375,5451,6839,69,2110,3199,1202,4102,4826,5955,1571,2317,3315,3975,410,3841,6
1362,2572,100,822,6,57,135,248,376,520,637,644,742,780,874,932,950,1009,1194,1196,1248
1363,299,376,437,566,624,742,866,1004,1043,1046,1192,1217,1220,1330,1466,1900,2000,2052,2125,2197
1364,135,897,2655,218,251,265,372,410,800,811,1194,1331,1333,1345,1369,1510,1628,1751,1973,2059
1365,1586,5186,7506,2704,3856,3974,4323,6043,6645,6693,4022,7193,53,339,611,7381,690,1167,1192,1646
1366,130,312,339,373,376,516,554,611,772,779,992,1008,1014,1189,1194,1324,1333,1470,1532,1575
1367,921,1062,1116,1673,1727,1758,1976,1989,2946,3056,3201,3554,3885,4043,4102,4361,4888,5082,5410,5633
1368,1673,3439,1155,1374,4524,7222,1628,1920,2393,3367,4045,4382,4773,4950,5244,5649,5713,7279,7542,7577
1369,57,570,913,1655,1768,2504,3339,4386,4922,5087,5324,5955,7193,3746,2138,5217,2398,3120,3905,4387
1370,1127,2026,3093,4772,181,421,897,950,1473,2555,2658,4664,4773,4943,5113,5451,5594,7066,7383,7577
1371,674,1368,1467,1652,2478,5432,5570,6835,4826,1919,4310,4512,6483,6858,7336,7388,2339,5249,5914,7465
1372,1847,6,9,95,99,120,163,216,252,282,306,367,437,512,520,526,570,651,665,741
1373,57,130,181,183,248,299,361,421,554,772,874,913,969,1127,1333,1437,1465,1473,1532,1557
1374,2377,5587,6251,591,624,811,1182,1347,2225,2317,2804,3860,4361,4620,5177,6202,981,2249,2978,2989
1375,668,1652,2590,3520,4040,7513,3080,3395,5201,5685,1112,2211,3412,3611,6313,1648,2769,3171,3177,4359
1376,674,1976,2168,2197,5806,6835,1075,1963,2780,6333,6449,7277,1359,2483,7726,885,944,1362,1671,1872
1377,7736,2969,1908,4436,792,1388,3331,3357,449,3396,42,95,99,359,374,410,739,866,897,1067
1378,410,1557,2040,2568,3888,5237,248,352,772,1127,2127,5733,5780,6074,6528,946,1785,3517,4038,4304
1379,848,2209,3568,65,757,1151,1936,2317,2808,3315,3687,3698,3975,3979,4348,4790,4836,4838,5341,6066
1380,49,250,259,336,998,1037,2491,2672,2867,2926,3813,4825,5019,2921,3466,6440,2041,6336,2540,3498
1381,421,6285,7209,2864,4585,246,319,631,921,1087,1261,1648,1693,1727,1783,1963,1974,1989,2441,2482
1382,497,1138,1141,1180,1580,1847,2059,2581,3528,3693,5384,6222,6589,6674,6832,435,1228,2821,4325,5212
1383,3090,4698,1594,7493,894,1014,1207,1347,1459,1492,2041,2058,2121,2150,2506,2593,2940,3177,3184,3567
1384,289,292,611,796,935,1004,1251,1430,1459,1751,1758,1940,1951,2040,2156,2225,2274,2452,3356,3533
1385,3536,611,621,1576,1643,3105,4835,5467,6787,6910,1009,4970,5942,7722,2555,2798,4111,6954,7021,2794
1386,1389,1856,3258,4022,4300,4776,5534,6022,6219,7069,2556,5848,6098,7232,143,191,241,336,420,859
1387,142,591,696,934,1073,2138,3241,3528,3693,3879,3941,4100,4939,5087,5333,5876,6364,6422,6639,6758
1388,581,1425,1473,1574,1784,1805,2840,4750,4915,5186,5458,7193,7763,1718,1785,2519,2611,3018,4038,4231
1389,2740,4776,1126,6089,6319,7233,679,3536,631,3486,4272,5970,6244,7396,7441,7506,1003,1388,1532,2794
1390,1388,2940,4334,4581,7319,4272,981,1580,6032,6099,2230,1159,2540,5308,5966,6794,2047,3476,3693,4625
1391,38,1210,1234,1945,3211,3390,3876,4008,4036,4310,4475,4781,4934,4965,5378,5460,5704,5781,5883,6138
1392,135,679,950,1333,1965,2461,2568,2608,3062,3406,4022,4036,4387,4670,4776,5009,5087,5237,5753,5970
1393,1025,1228,2154,2483,3174,5086,5294,5341,6824,7434,7726,4133,3809,813,1204,1338,1566,2439,2653,3069
1394,4463,2464,3386,422,451,2328,710,973,1159,1511,2318,2411,3739,3756,5098,5479,6944,7034,7357,405
1395,27,237,581,913,1179,1324,2439,2899,3464,3936,4208,4575,5084,5823,6889,6911,7157,7279,7396,7761
1396,595,2194,6098,6608,6690,7360,7594,29,259,342,399,779,894,1025,1159,2094,2294,2313,2426,2495
1397,1707,2971,1014,1437,2519,3319,3805,5702,5801,6063,7506,499,1477,4678,5162,6929,7167,16,22,604
1398,7760,1373,4272,6311,2821,37,321,481,1063,1268,1680,2031,4799,5133,5906,5958,6157,6731,7012,7310
1399,1369,3567,4043,4888,5287,6251,6658,6869,2138,5087,5617,1532,3406,4776,5237,7232,966,3468,6824,7588
1400,2230,6353,3412,7071,3183,757,5294,765,925,937,2427,2842,4033,4245,5472,5826,5973,6281,6291,6313
1401,1885,871,2035,3003,3508,5009,5581,2000,5076,6437,893,1232,1243,3119,5896,2347,4471,7197,518,1046
1402,1513,6909,7423,1669,3319,3939,5662,1912,3783,4470,4856,4971,6644,461,1009,1437,1628,1686,4802,4961
1403,934,1721,2731,2972,3694,4564,5341,5384,6193,6559,6722,100,265,292,1172,1919,1940,3477,3974,4310
1404,5453,1594,7493,2073,2483,3888,6177,216,2361,6313,1733,2380,2824,3564,5768,7508,7541,1900,589,1116
1405,713,1557,1891,1956,2284,3533,3977,6352,6466,6682,7609,6,152,318,1025,1357,1419,1592,1617,1710
1406,5218,6690,7350,1142,2011,6507,524,2551,4361,4456,5009,6534,7233,7541,2628,3395,3951,5898,6145,6662
1407,186,292,304,419,1172,1251,1291,1594,1651,1703,1736,1858,1900,1973,1977,2081,2150,2195,2303,2571
1408,404,1743,2154,2348,3451,3530,4188,4694,4736,4940,5086,5172,5942,6687,6792,7432,7767,494,2317,2808
1409,1594,2150,2940,5036,5301,7402,7493,2138,2317,3836,3974,4043,4188,4925,5974,2696,4766,7760,1213,1388
1410,82,42,436,497,646,1043,1144,1454,1532,1533,1557,1858,1908,1936,2133,2284,2572,2581,2808,2891
1411,593,2078,34,174,292,650,1615,3043,3349,3905,4359,5132,5333,5621,5654,5817,5882,5950,6350,7151
1412,9,53,130,818,1087,2752,3062,3395,3605,4566,4723,4921,5341,5597,5889,6219,7193,7433,2740,5955
1413,900,3431,3624,3836,3888,4206,5388,1046,2059,6279,97,5294,6745,1852,2891,4272,7347,6309,2798,5402
1414,1001,1343,2443,3466,6569,123,510,3201,3263,3313,4951,526,1766,2274,2779,3372,3474,4143,4399,6244
1415,3062,5009,51,69,248,352,762,987,1594,1775,2555,2883,3090,3177,3431,3529,3817,5262,5283,5473
1416,42,372,700,900,1333,1423,1532,1847,1962,2138,2794,3356,3406,3567,3939,3976,4468,4776,5087,5237
1417,69,504,734,830,835,1021,1208,2026,2313,3001,3431,3846,4073,4450,4580,4960,5177,5444,5479,5522
1418,1129,1513,3675,4477,4948,5354,5700,7361,7757,1900,4683,4782,5532,5628,253,257,566,648,674,793
1419,5031,4382,5249,5914,565,650,2623,3389,3905,7223,7673,604,3473,5634,6251,292,339,343,437,611
1420,12,216,3452,3848,5166,6272,6282,2643,3159,4618,5082,3396,2680,3342,4935,1451,3178,5236,6717,842
1421,27,863,1025,1153,1157,1329,2452,2723,2934,3081,3603,3774,4098,4147,5376,5504,6216,6889,6953,7017
1422,986,1060,1361,1836,1866,1877,1879,2823,3921,4084,4955,4999,5053,5145,5797,6966,7762,2378,6825,6948
1423,187,1331,1571,2401,2821,3291,3688,3880,4100,4272,4424,4664,4803,5141,5522,5713,6049,6149,6166,6240
1424,3463,3746,4468,5087,7389,1965,1155,2794,2821,5255,64,217,299,1278,1390,1503,1595,2020,2200,2230
1425,1003,3859,5190,6248,2317,3315,3975,520,493,6035,900,3567,3675,3836,6421,3783,7451,2581,1152,3505
1426,2642,5450,5955,7001,5309,6413,7680,3609,1082,5190,6248,480,689,2674,3814,4066,4477,4744,5504,7017
1427,10,284,412,848,921,1401,1673,1727,1853,1989,2370,2801,3161,4102,4156,4337,4520,4551,4595,4690
1428,277,533,535,944,1249,1598,1886,2031,2205,4457,4595,4637,4674,4809,5277,6483,6759,6776,7249,7686
1429,380,463,644,811,946,1014,1194,1473,2109,2372,2393,2401,2469,2740,2953,3001,3319,3497,3567,4272
1430,811,1101,2741,4634,1217,1847,2447,3567,3878,4272,4940,5087,6305,6364,6603,6941,7347,1689,2106,6462
1431,1965,2728,3866,3871,4359,5710,5960,6102,6439,6646,674,1368,1467,1652,2478,2832,3884,5432,5570,6499
1432,183,251,376,421,950,1009,1043,1477,1581,1785,1805,1825,1864,1901,1916,2109,2117,2568,2740,2752
1433,2127,421,811,900,1194,1248,1331,1483,2106,2608,2658,3029,3698,3841,4940,5086,5087,5398,5473,5534
1434,5519,6671,6861,181,1500,2740,7193,7684,3534,1870,1952,5045,5432,6644,6835,6981,7568,494,6867,701
1435,1251,1594,2923,3062,3315,3879,4013,6287,42,186,418,436,512,624,817,913,969,983,1046,1150
1436,2015,4624,5201,5309,5450,5649,5884,6080,7233,7680,88,2572,3219,3344,4945,6966,508,3637,7617,4766
1437,10,289,604,1459,2504,2997,3389,3866,4386,4564,6168,7017,7638,7207,7449,13,79,286,689,742
1438,3068,1067,2821,6502,529,7526,3577,4328,6575,2043,282,1347,1766,1847,2194,2541,2714,3567,3974,3976
1439,2432,99,412,654,921,1039,1212,1401,1727,1989,2202,2370,2646,2742,3088,3910,4086,4485,4551,4656
1440,318,1695,2676,2908,4156,4310,4312,4539,4810,4856,5312,6825,7123,7750,3477,5590,272,2630,3060,6518
1441,511,512,1172,1430,1735,2041,2121,3572,3974,5448,5634,5854,5869,6079,6282,6465,6577,6693,7144,7603
1442,738,1208,1852,2023,2297,2313,2461,2921,3474,4342,4951,1383,2971,3177,3533,4043,4139,4637,5341,6231
1443,1571,2768,4260,4736,5178,6168,7451,5287,1373,2059,2182,2739,3156,3370,2696,2864,4539,117,314,4441
1444,658,187,894,1157,1571,2121,6257,3976,449,3893,246,7423,7524,4926,436,994,1211,1621,3356,3497
1445,120,651,1211,1347,1458,1640,1695,1751,1920,2284,2301,2808,3128,4736,5351,5489,5704,6229,7342,7654
1446,6,27,248,270,364,380,435,598,673,679,812,1067,1178,1194,1200,1250,1289,1306,1327,1532
1447,6,30,54,85,123,222,324,511,543,598,642,737,894,910,944,952,1064,1209,1300,1347
1448,6033,6674,306,3878,934,793,248,595,762,772,874,4161,6084,6353,5921,900,1588,4188,6382,6462
1449,570,631,830,1718,2109,3001,3018,3269,3497,4307,4453,5084,5177,5210,5328,6091,6781,7052,7368,593
1450,248,570,830,1009,1788,2122,3001,4045,4515,4943,4950,5084,5470,5662,6244,6793,7344,7469,224,406
1451,299,716,3177,3339,3817,4466,4683,5594,6352,7383,1127,1149,1842,2519,2552,3462,3718,3805,4930,5122
1452,5087,5817,1369,174,186,520,598,875,1138,1142,1194,1217,1273,1289,1331,1333,1345,1430,1580,1615
1453,51,97,104,123,143,241,265,282,336,399,510,511,532,738,772,981,1054,1110,1160,1207
1454,5530,187,1571,4803,7139,95,3446,1340,2704,4759,104,6214,2194,5506,6693,6285,7347,7451,4571,7687
1455,29,222,248,410,437,595,757,762,811,830,859,874,1043,1045,1127,1208,1347,1473,1683,2026
1456,7688,57,554,673,874,1248,2658,3012,4192,4304,4382,4945,5522,6420,6910,4342,6307,1473,4106,4707
1457,3084,4102,2297,3083,4961,5505,1858,2081,2106,2195,2284,2303,3980,4346,5038,5048,6294,6745,757,1151
1458,57,252,292,512,526,604,813,848,913,1043,1075,1087,1172,1383,1456,1459,1673,1735,1989,2273
1459,71,181,263,289,294,509,533,554,581,621,679,686,1009,1200,1374,1473,1596,1643,2026,2079
1460,280,477,1209,1455,1847,2332,3693,4940,6256,6793,7612,42,2333,5090,5730,7654,4537,2570,2641,3347
1461,7736,5942,3836,1389,1856,2969,3463,6761,6777,1594,1721,5301,7526,385,1273,4334,7529,1596,2749,4470
1462,1847,2059,2117,2284,4581,5086,2006,4707,4808,5969,4803,757,410,950,1940,3201,3723,4345,4446,4539
1463,611,2274,2452,3879,4095,4389,4791,5869,5974,6088,6277,6978,7017,27,42,45,71,79,163,243
1464,310,330,420,595,737,867,969,1150,1163,1223,1548,1712,2078,2194,2540,2869,2923,3073,3114,3246
1465,1811,4099,4529,6586,7017,252,385,1220,4337,5184,6202,2317,3315,3975,131,376,418,500,762,839
1466,372,794,1009,1437,1557,1686,2469,2568,3766,3805,3841,4802,4915,4943,5450,5662,5702,5713,5942,5955
1467,284,648,1039,1727,1783,3112,3439,4361,5082,5138,5504,7387,181,1500,2740,7193,7684,256,1636,1945
1468,3817,7330,2133,2138,6131,6732,679,950,1333,2808,6371,410,5087,1532,1746,1868,2608,3406,4399,4776
1469,253,2202,2742,4910,5184,6119,1207,1580,4766,42,1594,1736,2665,5602,3715,4333,6824,1858,2081,1214
1470,4272,4642,5086,5662,7279,7542,282,2393,2461,2969,3688,4045,4950,5442,6244,7347,7428,4454,6367,6867
1471,243,598,624,747,894,1207,1331,1758,1908,2291,2345,3069,3977,4188,4577,4851,5398,5743,6222,6586
1472,1858,2106,3576,1057,2073,3940,5455,7513,1453,1800,4981,6879,5868,224,37,65,739,778,1388,2059
1473,296,734,1497,2904,6158,1473,1594,1746,1724,3164,30,481,1357,2170,2479,2640,3477,4001,4192,4288
1474,1724,874,1027,1204,1206,1438,2117,2317,3068,4022,4921,5262,5304,6930,7108,696,721,3743,4350,4361
1475,3987,4173,5048,6307,6745,878,2064,4231,4773,4950,5662,1128,1909,3367,3986,5141,5186,5232,5994,6868
1476,944,1062,1636,1658,2188,2713,4475,5082,5474,5487,6417,6430,7012,1729,90,1006,2673,4816,5341,5763
1477,376,4272,4940,7632,1648,1963,3470,5767,6355,1671,3866,5576,6722,7709,6285,2850,2853,3477,3756,4288
1478,7441,1847,2393,2585,3474,3496,3600,3856,3880,4382,4960,5662,7428,237,339,364,562,637,713,756
1479,811,1009,1241,1374,1613,1718,2230,2477,2794,3426,3454,3520,3746,4170,4423,4817,5087,5942,6063,6131
1480,289,306,364,635,696,932,1014,1269,1571,1648,1686,1727,2002,2117,2345,2443,2457,2519,2620,2883
1481,2940,7402,2235,2876,3768,757,6041,1357,3573,3675,4320,5882,936,6758,79,3611,6097,7654,4634,5473
1482,591,679,696,900,934,2230,2629,3062,4386,4566,6057,516,635,1333,1347,1389,1532,2078,2755,3402
1483,2122,3688,6420,1557,7261,57,138,421,1043,1194,1248,1333,1473,1532,2658,3406,4300,4776,5237,5355
1484,43,134,339,562,642,882,1142,1241,1383,1414,1576,2209,2398,2443,2653,2752,2850,3193,3242,3263
1485,1594,7493,2317,3315,3975,1485,6041,4782,923,1426,5730,3572,3466,6704,5657,7155,2570,1097,1214,1368
1486,6033,6674,6347,274,1173,1130,1246,1645,4700,4753,5848,6663,130,181,183,294,299,380,554,581
1487,120,1089,1693,1989,2378,2441,3080,3532,4043,5312,6357,6542,6658,7202,142,283,372,1233,1319,2398
1488,42,518,817,1287,1847,1940,2225,3184,4272,4387,4707,5216,5333,6065,6627,6813,7106,7197,7409,1357
1489,2195,3552,3980,4346,5038,5048,6294,6745,254,2559,3813,5192,5702,5921,6156,6637,7493,1067,6602,1357
1490,1750,4724,5950,1028,1658,1680,1687,2170,2204,2235,2748,2804,3085,3232,3241,3266,3701,4595,4637,4799
1491,554,1470,3315,3406,3462,4921,5298,6077,6219,6279,6441,6668,7069,7545,243,244,512,1043,1172,1248
1492,1139,1235,2043,2445,2133,4931,6659,7609,2317,3315,3975,3805,4272,7591,738,981,2026,3157,3466,5078
1493,95,1067,6502,6055,1758,4225,4577,4937,6086,3679,310,1548,3073,3114,4004,4936,5402,2906,3581,6578
1494,260,591,595,696,1054,1202,1340,1940,1941,2194,2443,2461,2540,2704,2759,3442,3498,3723,3856,3948
1495,187,292,299,339,380,811,950,1046,1343,1389,1532,1576,2015,2078,2273,2274,2313,2351,2393,2740
1496,901,449,3396,1345,6866,969,2078,2923,4107,5335,6057,6114,6227,6251,6270,6826,7082,7086,7106,718
1497,1209,2133,3275,3988,6370,6659,6943,7156,7609,187,1571,2317,3315,3975,4803,7139,3414,4231,5663,5990
1498,1324,4208,4611,646,838,4150,6204,6219,6600,7523,88,130,183,240,248,299,376,595,757,811
1499,1456,274,6033,6674,1594,7493,2138,5087,2972,3552,367,696,3339,3517,3675,5978,7609,6603,3534,95
1500,130,1080,1333,1459,3105,4539,5427,6542,6953,7100,7172,13,589,921,3473,3941,4948,5320,5942,7138
1501,2891,3176,4539,5722,1209,2133,3275,3988,4931,6370,6659,6943,7156,7609,2117,2469,1758,4225,4937,6086
1502,410,966,1127,1250,3698,3718,5086,5186,5280,6702,7255,3630,1821,4974,42,153,163,739,747,801
1503,1963,1645,1388,322,1177,6539,552,1207,1580,2195,2448,3975,4951,5078,5258,5398,6645,6745,7590,4342
1504,2317,3315,3975,4440,4583,6008,7134,248,461,570,595,644,679,772,794,811,1009,1248,1333,1437
1505,6194,248,376,421,595,1043,1319,1333,1403,1473,1683,1842,1847,2317,2469,2555,2736,2960,3804,3846
1506,243,1357,1671,2984,3477,3616,3977,4095,5351,5504,5600,6651,6889,7017,7671,7761,2317,3315,3975,3590
1507,252,380,635,884,897,900,1739,1847,2570,2628,2742,2794,3567,3746,4102,4111,4361,4931,5087,5451
1508,128,879,1229,1436,1508,2548,3429,3985,5099,5324,5511,5790,5830,6472,6718,6833,7316,7278,174,292
1509,4111,187,1571,2317,4441,4803,7139,9,13,16,99,252,280,341,343,611,631,647,650,689
1510,4389,1971,3494,3391,5337,4043,34,243,741,1935,2503,2570,2862,3210,3474,3533,3689,3927,4387,4925
1511,2555,304,410,1594,3357,3888,5473,6419,6603,7106,7347,1963,679,811,1333,1473,1532,1557,2317,3528
1512,6353,130,631,1200,1354,4107,6251,6260,6793,642,1117,3257,4045,4382,6131,135,299,3062,5341,5594
1513,174,392,406,631,700,794,1009,1039,1357,1359,1430,1557,1673,1989,2009,2044,2393,2568,2642,2704
1514,341,566,848,849,925,2209,2332,2427,3421,4244,4831,5143,5166,5255,5779,6291,6464,6532,6573,7110
1515,461,516,644,2519,5056,5534,5801,6955,130,376,554,1127,1473,2130,2736,3029,3216,3595,3718,4061
1516,2643,497,1369,1373,1758,2110,2472,2503,2570,3463,3520,3689,4423,4581,5678,5994,6814,6861,7714,784
1517,7470,1208,2106,3183,6602,497,4260,515,7767,4468,5844,6222,7347,2673,4838,5341,757,1177,1438,5879
1518,1179,1701,3307,4575,650,1357,3892,4965,5810,716,5309,5479,5518,6175,367,1385,6041,7146,7156,884
1519,42,436,554,555,631,658,765,866,1209,1211,1362,1513,1615,1671,1908,1940,1956,2133,2225,2317
1520,373,624,747,779,812,813,893,1940,2017,2183,2347,2497,2653,3003,3069,3314,3384,3695,3723,3860
1521,740,981,1858,2154,3084,5844,12,289,292,343,436,519,608,739,913,925,1009,1127,1150,1202
1522,3715,6502,608,648,721,1976,4080,1485,38,428,690,1354,1548,1682,3059,3114,3342,3473,3810,4361
1523,135,1345,1943,1962,2461,4095,4802,2317,3315,3975,1850,5942,1430,757,2608,5304,2794,477,3090,4950
1524,25,179,406,421,608,765,1043,1046,1087,1089,1116,1354,1454,1642,1746,2247,2474,2674,2788,3321
1525,51,376,904,1218,1868,2483,2853,2960,3461,4024,4739,4840,83,505,552,757,835,1200,2095,2354
1526,604,973,1292,1414,1673,1727,3567,4444,4539,4624,4656,5084,5378,5634,5710,6357,6889,7381,7424,7433
1527,739,2821,3079,3471,4849,5009,5388,6651,7101,7102,7433,130,181,299,641,772,811,900,1009,1043
1528,3363,6551,6609,67,350,474,681,738,1208,1321,2870,3466,3730,3995,4191,4218,4551,4687,5049,5079
1529,130,283,319,3745,966,410,2106,1588,5086,6311,1743,3547,5087,2081,484,1500,1746,497,1859,4482
1530,6793,274,3060,3107,4435,5951,270,1001,4949,5558,2712,793,115,4776,1347,2461,2570,2768,4490,6256
1531,1594,7493,2673,1383,1847,2457,3001,3567,4022,4468,1182,6020,6779,2707,3832,4980,5397,6897,1648,1941
1532,2590,6184,42,263,270,437,611,658,739,747,901,935,1101,1357,1362,1430,1513,1671,1736,1837
1533,2138,5087,3062,5009,410,950,181,265,367,421,578,631,835,897,934,1043,1127,1333,1465,1473
1534,2855,3591,7541,95,2570,2794,4538,1593,1007,3859,950,1858,6244,1669,5355,5473,6456,37,793,811
1535,942,1019,3572,2317,3315,3975,34,793,3349,3693,4100,4368,5333,5950,6057,6285,7687,1513,1580,2443
1536,876,2041,2652,2923,3974,6114,13,174,186,219,243,253,292,436,512,561,611,742,747,753
1537,934,1473,1850,2200,3311,3315,3751,5150,5677,7108,2197,2361,4112,7449,1648,2883,3905,4934,5554,2762
1538,45,393,631,866,1007,1351,1451,1456,1673,1775,1891,1943,1963,2008,2040,2209,2378,2482,2676,3080
1539,5737,77,2999,3874,5675,1851,4839,966,3468,6824,1217,6439,466,2178,2235,2452,3125,3412,3470,3503
1540,2560,5728,813,5824,4484,5448,1075,1337,2010,5316,123,158,163,243,282,516,568,570,631,683
1541,1962,1004,1891,1943,2209,3356,3714,4905,7203,7457,3349,7070,4766,482,3094,5835,497,1580,3693,3783
1542,6,282,2041,4272,5583,6336,6693,260,372,737,778,779,935,936,1202,1340,1359,1758,1962,2006
1543,2442,1331,1483,2231,2891,3357,3406,3841,4272,5237,6285,6866,7070,1043,1557,2568,2971,3862,3888,6958
1544,1153,1354,2719,3098,4934,4935,5114,373,568,813,913,1232,2065,2120,2183,2572,2653,3003,3069,3508
1545,134,277,2225,3034,3171,3211,3347,3743,3866,4359,4550,4775,6333,6646,7518,11,13,3568,3951,5929
1546,2728,7391,372,447,1105,1693,2236,2273,2380,2553,2674,2676,2684,2824,3564,3588,4663,4856,5009,5434
1547,4303,837,950,1468,1566,5056,5298,5398,6057,6597,5649,6352,7684,181,199,208,209,359,631,1671
1548,3297,966,1262,6226,1228,532,1160,5150,7228,1703,4061,5237,5591,2284,3094,3979,7767,5087,6558,3315
1549,811,1043,1333,1483,4802,5087,7463,7742,1009,1673,2002,3114,3805,6335,6627,7309,1087,2197,4364,4935
1550,42,113,935,1721,2011,3321,3689,3837,3893,4732,5369,5558,5587,5634,6594,7090,7361,7381,7664,7761
1551,556,777,5677,7510,162,299,381,421,450,780,811,900,950,1027,1043,1194,1200,1333,1436,1473
1552,162,294,372,421,625,1127,1473,1628,2313,3356,3804,3864,3888,3892,4045,4272,4672,4776,4824,5087
1553,1962,2081,6222,6539,7123,282,283,713,6603,299,410,950,1973,5398,6063,7273,301,904,2026,2794
1554,3552,3062,5009,3177,3642,3712,6080,5262,6954,5355,5473,6456,4592,6084,686,6131,3973,5058,5466,294
1555,248,352,595,1312,2290,4161,6928,3105,418,1697,2614,2794,3406,3850,3888,4734,4802,5315,6386,7605
1556,178,1941,1993,2729,4305,5288,6598,42,71,174,292,611,778,935,1019,1430,2047,2536,2655,2767
1557,142,216,224,241,757,900,1177,1858,2081,2448,2696,2712,2739,2956,3331,3442,3560,3888,3986,4077
1558,43,621,925,1209,1211,1454,1648,1673,1766,1955,2461,2506,2652,2755,3002,3313,3356,3567,4098,4888
1559,1935,6307,2876,5649,6308,7277,2150,6035,3979,2821,2712,4272,2026,2652,5150,6531,1228,3454,57,3012
1560,5309,566,3086,6251,6793,7761,2852,4803,85,364,570,646,696,779,878,1009,1251,1345,1576,1628
1561,966,2933,3567,4022,4776,6251,7274,283,410,519,811,1075,1207,1209,1319,1347,1466,1571,1580,1940
1562,611,2622,7347,1142,1357,2133,2303,3254,3616,4910,6939,7457,581,4265,3084,5341,6577,566,935,1977
1563,5594,436,876,2536,2622,4484,5448,6003,7199,216,7112,5083,5919,6625,69,2110,3199,251,641,4003
1564,1655,4943,7279,7396,2864,2059,5484,6311,4272,1164,3951,410,2887,3745,1973,2821,3331,3939,4861,5942
1565,686,1009,2469,2658,3012,3590,3644,3897,4045,4106,4949,5283,5545,5677,6131,6166,7221,7273,7344,7577
1566,1721,42,113,210,449,747,896,981,1357,1852,2030,2225,2235,2274,2741,3313,3781,3866,4055,4826
1567,248,1127,1405,1532,2461,3062,3462,4161,4272,4802,4930,5122,5388,5473,5710,6084,6131,7389,7409,7535
1568,2590,252,2570,5576,6285,7687,884,2382,2642,2790,4468,4566,5450,5955,7001,5143,6464,343,5507,518
1569,260,436,647,952,1434,1766,2479,2728,2812,3209,3442,3717,3927,4218,4221,4288,4444,4707,4785,5031
1570,5261,27,520,950,1133,1456,2676,2758,2967,2995,3001,3642,4856,5087,5262,5398,5671,6131,7193,7249
1571,497,2101,2333,1513,7423,2443,4450,793,830,878,1009,2393,2457,3001,3018,3319,3766,3880,4288,4637
1572,130,248,679,1127,2758,3406,4111,5262,5272,6131,6841,5962,7137,777,7108,3431,4945,2026,3698,5150
1573,2768,4441,4791,6288,2478,1357,3572,5576,607,753,5508,6313,6532,6793,6939,7761,6635,7528,15,4036
1574,2317,3315,3975,1615,6350,7198,6311,6404,3128,78,383,466,643,687,885,952,1028,2004,2183,3095
